Specie;Directory;FileName;metadata_numero;metadata_especie;HierarchicalSubject
Meles meles;~/WI_speciesfolder/Meles meles;MFDC4915_Tejón - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;MFDC5089_Tejón - copia (4).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejón - copia (4).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Csl.02.TEJON.19-7-16..JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Csl.02.TEJON.22-7-16..JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Csl.02.TEJON.6-8-16..JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Csl.02.TEJON.13-8-16..JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Csl.02.TEJON.11-9-16..JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PN.L8__2017-05-28__23-48-15(3)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PN.L8__2017-05-31__05-27-37(2)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PN.N2__2017-06-22__02-49-50(2)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PN.N9__2017-06-24__02-45-44(3)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PN.N2__2017-06-24__03-24-55(3)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PN.N9__2017-06-24__23-52-04(3)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PN.L5__2017-06-28__02-55-27(1)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PN.N4__2017-07-02__05-07-39(1)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PN.L6__2017-07-04__00-40-06(1)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PN.L5__2017-07-05__00-35-32(3)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PN.N9__2017-07-05__01-25-02(2)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PN.L5__2017-07-09__05-35-16(2)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PN.Ch__2017-07-15__22-08-48(2)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PN.Ch__2017-07-15__22-10-03(2)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PN.Ch__2017-07-17__01-15-22(2)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PN.Ch__2017-07-17__05-51-26(2)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PN.Ch__2017-07-27__04-36-00(1)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PN.Pal__2017-09-07__05-10-34(1)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PN.Pal__2017-09-09__04-01-44(1)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Pn.04__2018-03-08__17-01-50(3)__tejon - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Pn.05__2018-03-13__00-43-02(1)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Pn.PI__2018-03-15__22-53-54(1)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PN_L7__2018-03-16__08-43-17(1)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Pn.05__2018-03-22__22-43-14(1)__tejon - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PN_L7__2018-03-27__11-17-45(1)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PN_L8B__2018-04-04__22-54-42(1)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Pn.05__2018-05-16__22-45-16(1)__tejon - copia.JPG;3;Meles_meles;numero|3, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Pn.04__2018-05-18__00-35-45(1)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Pn.03__2018-05-25__23-57-04(1)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Pn.04__2018-05-27__07-11-50(1)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Pn.04__2018-06-02__00-55-42(1)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Pn.03__2018-06-08__02-05-21(1)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Pn.04__2018-06-13__07-45-20(1)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Pn_Ch2__2018-06-28__03-52-33(1)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Pn.PI__2018-07-15__04-02-27(1)__tejon - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PN_L6__2018-07-17__00-03-56(1)__tejon - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Pn.PI__2018-07-21__00-28-12(1)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Pn.N03__2018-07-30__03-22-13(1)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PÑxx03__2018-07-31__03-21-55(1)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Pñx05__2018-08-04__22-10-00(1)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Pnx07  2018-08-05  Tejon (1).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Pn__5__2018-08-11__04-17-51(3)__tejon - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PÑxx03__2018-08-11__04-58-04(3)__tejon - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Pn__5__2018-08-14__01-45-25(1)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PÑxx03__2018-08-14__05-18-16(1)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PN_N9__2018-08-14__05-56-08(1)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PN_N3__2018-08-15__01-11-07(1)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Pñx05__2018-08-16__05-18-33(1)__tejon - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PÑxx03__2018-08-20__03-33-54(1)__tejon - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Pñx07__2018-08-20__07-53-27(1)__tejon - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Pñx07__2018-08-21__08-58-01(1)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Pn__5__2018-08-23__21-17-47(1)__tejon - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PÑxx03__2018-08-24__22-25-52(3)__tejon - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PN_N9__2018-08-26__04-27-36(1)__tejon - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Pnx07  2018-08-26  Tejon (3) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PN_N9__2018-08-30__01-00-58(4)__tejon - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PN_N7__2018-08-30__01-59-15(1)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Pn__3__2018-08-30__21-53-59(4)__tejon - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PN_N9__2018-08-31__05-31-55(3)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Pn__3__2018-09-01__03-53-42(1)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PN_N2__2018-09-02__02-30-10(1)__tejon - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PN_L6__2018-09-02__23-49-11(3)__tejon - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PN_L8B__2018-09-03__03-26-25(1)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Pn__3__2018-09-06__00-11-52(2)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Pnx07  2018-09-08  Tejon (1).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Pn.N03__2018-09-11__00-18-07(1)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Pn__3__2018-09-13__06-15-08(4)__tejon - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Pn__3__2018-09-17__03-31-45(3)__tejon - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PN_N9__2018-09-18__04-37-48(2)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PN_N3__2018-09-20__23-35-34(1)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PN_N4B__2018-09-21__00-38-12(1)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Pn__3__2018-09-30__04-42-35(1)__tejon - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PN_N9__2018-10-05__22-32-51(3)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PN_L9__2018-10-12__00-30-26(1)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PN_L9__2018-10-14__23-29-42(3)__tejon - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PN_L8B__2018-10-23__22-15-41(1)__tejon - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PN_L8B__2018-10-30__21-23-28(1)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PN_L8B__2018-11-07__00-52-40(1)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PN_L8B__2018-11-09__23-00-26(1)__tejon - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PN_L8B__2018-11-12__20-41-44(1)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PN_L8B__2018-11-12__21-14-39(1)__tejon - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PN_L8B__2018-11-12__21-43-51(1)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;PN_L8B__2018-11-12__21-45-04(1)__tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon - copia (34).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (110) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon - copia (33).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (109) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon - copia (32).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;DSC_0007_tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon - copia (31).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (108) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (107) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (106) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (105) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (104) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (103) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (102) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (101) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon - copia (30).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;TEJON - copia (29).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;TEJON (100) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon - copia (28).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (99) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (98) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (97) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (96) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (95) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (94) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (93) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (92) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (91) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (90) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (89) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (88) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (87) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (86) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (85) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (84) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon - copia (27).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (82) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (79) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (76) - copia.JPG;2;Meles_meles;numero|2, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (72) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon - copia (26).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (71) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon - copia (23).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (70) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon - copia (22).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (69) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon - copia (21).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (68) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (67) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (66) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (65) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (64) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (63) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (62) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (61) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (60) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (59) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon - copia (20).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon - copia (18).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (58) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon - copia (17).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon - copia (16).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon - copia (15).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon - copia (14).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (57) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (56) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (55) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (54) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (53) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon (52) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon - copia (13).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon - copia (12).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (51) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (50) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (49) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (48) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (47) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (46) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (44) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (43) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (40) - copia.JPG;2;Meles_meles;numero|2, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (39) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (36) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (35) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (32) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (31) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (29) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (27) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon - copia (11).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon - copia (10).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (25) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (24) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (23) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (22) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (20) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (18) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon - copia (9).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (16) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon - copia (8).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (15) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (14) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon - copia (7).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (13) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (12) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (11) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;Tejon - copia (6).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon - copia (5).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (9) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (8) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (7) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon - copia (4).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon - copia (2).JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (6) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon (5) - copia.JPG;1;Meles_meles;numero|1, especie|tejon
Meles meles;~/WI_speciesfolder/Meles meles;tejon.JPG;1;Meles_meles;numero|1, especie|tejon
Oryctolagus cuniculus;~/WI_speciesfolder/Oryctolagus cuniculus;Pn_Ch3__2014-04-13__06-58-40(3)__conejo__FECHA_MAL.JPG;1;Oryctolagus_cuniculus_&_bird;especie|conejo, numero|1, especie|ave
Oryctolagus cuniculus;~/WI_speciesfolder/Oryctolagus cuniculus;PN_L7__2014-04-20__08-20-16(1)__conejo.JPG;1;Oryctolagus_cuniculus_&_bird;especie|conejo, numero|1, especie|ave
Oryctolagus cuniculus;~/WI_speciesfolder/Oryctolagus cuniculus;PN_L7__2014-08-23__05-27-27(2)__conejo__ave.JPG;1;Oryctolagus_cuniculus_&_bird;especie|conejo, numero|1, especie|ave
